0 0.00002
5 0.00002
10 0.00006
15 0.00006
20 0.0003
25 0.0003
30 0.0008
35 0.0008
40 0.0015
45 0.0015
50 0.006
55 0.006
60 0.022
65 0.022
70 0.051
75 0.051
80 0.093
85 0.093
